uid,namedLocation,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks
4d6611e1-a170-4cdc-8fc6-a573cdeb554a,WOOD_007.tickPlot.tck,WOOD_007,2016-07-06T16:45Z,2017-02-06T17:00Z,WOOD_007.20160706,WOOD_007.20160706.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,RNA stabilization buffer,USNMENT00865939,WOOD_007.20160706.01.Dermacentor variabilis.female,L. Beati,Georgia Southern University,
9227dd5d-6c65-41c6-a4f8-1a5393e4985e,WOOD_007.tickPlot.tck,WOOD_007,2016-07-06T16:45Z,2017-02-06T17:00Z,WOOD_007.20160706,WOOD_007.20160706.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,2,OK,RNA stabilization buffer,USNMENT00862465,WOOD_007.20160706.01.Dermacentor variabilis.male,L. Beati,Georgia Southern University,
43410449-6777-445e-9e67-c387b8325e2b,WOOD_006.tickPlot.tck,WOOD_006,2016-07-06T18:00Z,2017-02-06T17:00Z,WOOD_006.20160706,WOOD_006.20160706.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,3,OK,RNA stabilization buffer,USNMENT00865937,WOOD_006.20160706.01.Dermacentor variabilis.female,L. Beati,Georgia Southern University,
b763283e-e216-494a-ae68-f6e778ccce87,WOOD_002.tickPlot.tck,WOOD_002,2016-07-06T19:05Z,2017-02-06T17:00Z,WOOD_002.20160706,WOOD_002.20160706.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,2,OK,RNA stabilization buffer,USNMENT00865935,WOOD_002.20160706.01.Dermacentor variabilis.female,L. Beati,Georgia Southern University,
91f29dee-4e89-4314-bd35-b1fa5fd28684,WOOD_009.tickPlot.tck,WOOD_009,2016-07-06T19:50Z,2017-02-06T17:00Z,WOOD_009.20160706,WOOD_009.20160706.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,RNA stabilization buffer,USNMENT00865936,WOOD_009.20160706.01.Dermacentor variabilis.female,L. Beati,Georgia Southern University,
12669c5f-3349-4529-846e-c0ae07bb0aad,WOOD_001.tickPlot.tck,WOOD_001,2016-07-27T14:53Z,2017-02-06T17:00Z,WOOD_001.20160727,WOOD_001.20160727.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,RNA stabilization buffer,USNMENT00865903,WOOD_001.20160727.01.Dermacentor variabilis.female,L. Beati,Georgia Southern University,
92683770-298b-4d44-8e2e-e06eabf70ee2,WOOD_007.tickPlot.tck,WOOD_007,2016-07-27T16:02Z,2017-02-06T17:00Z,WOOD_007.20160727,WOOD_007.20160727.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,1,OK,RNA stabilization buffer,USNMENT00865901,WOOD_007.20160727.01.Dermacentor variabilis.male,L. Beati,Georgia Southern University,
30524096-b122-4ba1-8f95-87378519d1f4,WOOD_002.tickPlot.tck,WOOD_002,2016-07-27T18:58Z,2017-02-06T17:00Z,WOOD_002.20160727,WOOD_002.20160727.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,1,OK,RNA stabilization buffer,USNMENT00865902,WOOD_002.20160727.01.Dermacentor variabilis.male,L. Beati,Georgia Southern University,
7dd8986c-98f9-4707-abcf-b79c46c7cf79,WOOD_024.tickPlot.tck,WOOD_024,2016-07-27T21:16Z,2017-02-06T17:00Z,WOOD_024.20160727,WOOD_024.20160727.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,1,OK,RNA stabilization buffer,USNMENT00864578,WOOD_024.20160727.01.Dermacentor variabilis.male,L. Beati,Georgia Southern University,
e9c67be6-b0ae-46d7-9f9c-a21eb3fb8619,WOOD_024.tickPlot.tck,WOOD_024,2016-07-27T21:16Z,2017-02-06T17:00Z,WOOD_024.20160727,WOOD_024.20160727.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,RNA stabilization buffer,USNMENT00865904,WOOD_024.20160727.01.Dermacentor variabilis.female,L. Beati,Georgia Southern University,
3d30cfbf-b841-4c6d-af79-cdef59f1bcc4,ABBY_001.tickPlot.tck,ABBY_001,2016-09-22T18:12Z,2017-06-29T16:00Z,ABBY_001.20160922,ABBY_001.20160922.IXOANG.M,Ixodes angustus,IXOANG,species,Ixodidae,,,,Ixodes,,angustus,,,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.",GSU_tickIdentification_SOP_2016-11-01.pdf,Neumann,Male,1,OK,RNA stabilization buffer,USNMENT00984141,ABBY_001.20160922.01.IXOANG.M,Lorenza Beati,Georgia Southern University,
09034d9d-467f-40e3-a111-0187bef4551c,ABBY_006.tickPlot.tck,ABBY_006,2016-09-22T20:17Z,2017-06-29T16:00Z,ABBY_006.20160922,ABBY_006.20160922.IXOANG.F,Ixodes angustus,IXOANG,species,Ixodidae,,,,Ixodes,,angustus,,,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.",GSU_tickIdentification_SOP_2016-11-01.pdf,Neumann,Female,1,OK,RNA stabilization buffer,USNMENT00984142,ABBY_006.20160922.01.IXOANG.F,Lorenza Beati,Georgia Southern University,
e73b691d-f906-4793-b7e1-6aafc46d4d9a,BLAN_012.tickPlot.tck,BLAN_012,2017-09-08T17:02Z,2018-01-28T17:00Z,BLAN_012.20170908,BLAN_012.20170908.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,2,OK,90% ethanol,USNMENT01430051,BLAN_012.20170908.IXOSCA.N,Lorenza Beati,Georgia Southern University,
220d157d-6e16-4ded-b135-1dc77b29f9f8,BLAN_012.tickPlot.tck,BLAN_012,2017-09-08T17:02Z,2017-11-28T17:00Z,BLAN_012.20170908,BLAN_012.20170908.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,90% ethanol,USNMENT01430052,BLAN_012.20170908.L,Arianna Gibbs,Georgia Southern University,
f644f94c-0742-41f5-b267-66a0f92ed946,BLAN_015.tickPlot.tck,BLAN_015,2017-09-08T18:10Z,2017-11-28T17:00Z,BLAN_015.20170908,BLAN_015.20170908.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,90% ethanol,USNMENT01430050,BLAN_015.20170908.L,Arianna Gibbs,Georgia Southern University,
6e55dc45-20ee-4cf2-a1e1-c6e6680bceec,BLAN_005.tickPlot.tck,BLAN_005,2017-09-08T20:25Z,2017-11-28T17:00Z,BLAN_005.20170908,BLAN_005.20170908.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,90% ethanol,USNMENT01430057,BLAN_005.20170908.L,Arianna Gibbs,Georgia Southern University,the original vial said BLAN_005.20170911
637a7d55-e1b2-4c23-9870-70ca520b5abb,BLAN_012.tickPlot.tck,BLAN_012,2017-06-01T15:25Z,2018-01-30T17:00Z,BLAN_012.20170601,BLAN_012.20170601.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,2,OK,90% ethanol,USNMENT01358415,BLAN_012.20170601.IXOSCA.N,Lorenza Beati,Georgia Southern University,
a0cd11f2-33c0-4310-b4dd-24a9ac1c23b5,BLAN_015.tickPlot.tck,BLAN_015,2017-06-01T16:49Z,2018-01-02T17:00Z,BLAN_015.20170601,BLAN_015.20170601.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,1,OK,90% ethanol,USNMENT01358420,BLAN_015.20170601.IXOSCA.N,Lorenza Beati,Georgia Southern University,
6922b465-d332-4259-98a9-cdb769a8a404,BLAN_005.tickPlot.tck,BLAN_005,2017-06-01T17:59Z,2018-01-30T17:00Z,BLAN_005.20170601,BLAN_005.20170601.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,1,OK,90% ethanol,USNMENT01358412,BLAN_005.20170601.AMBAME.N,Lorenza Beati,Georgia Southern University,
1a9bf0a6-b527-4019-9925-f59649a38ee9,BLAN_005.tickPlot.tck,BLAN_005,2017-06-01T17:59Z,2018-01-30T17:00Z,BLAN_005.20170601,BLAN_005.20170601.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,37,OK,90% ethanol,USNMENT01358411,BLAN_005.20170601.IXOSCA.N,Lorenza Beati,Georgia Southern University,
fb8dff93-0617-4216-81c8-d972040c31ce,BLAN_005.tickPlot.tck,BLAN_005,2017-06-19T14:51Z,2018-01-30T17:00Z,BLAN_005.20170619,BLAN_005.20170619.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,13,OK,90% ethanol,USNMENT01358413,BLAN_005.20170619.IXOSCA.N,Lorenza Beati,Georgia Southern University,
5a32b18f-96e5-4ad8-ada8-ac0a00f44c4f,BLAN_005.tickPlot.tck,BLAN_005,2017-06-19T14:51Z,2018-09-15T17:00Z,BLAN_005.20170619,BLAN_005.20170619.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,,,,Haemaphysalis,,longicornis,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Nymph,2,OK,90% ethanol,USNMENT01358414,BLAN_005.20170619.HAELEP.N,Lorenza Beati,Georgia Southern University,pretty
ab66bc42-3775-49b8-afd2-367fdce6af91,BLAN_012.tickPlot.tck,BLAN_012,2017-06-20T19:53Z,2018-01-02T17:00Z,BLAN_012.20170620,BLAN_012.20170620.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,90% ethanol,USNMENT01358416,BLAN_012.20170620.DERVAR.F,Lorenza Beati,Georgia Southern University,
f2b1950a-d823-49c1-b7f4-94c7c240bff4,BLAN_012.tickPlot.tck,BLAN_012,2017-06-20T19:53Z,2018-01-02T17:00Z,BLAN_012.20170620,BLAN_012.20170620.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,2,OK,90% ethanol,USNMENT01358417,BLAN_012.20170620.IXOSCA.N,Lorenza Beati,Georgia Southern University,
ef7314ee-0b50-40e3-b4dc-0ba0996fb277,BLAN_015.tickPlot.tck,BLAN_015,2017-06-20T20:59Z,2018-01-02T17:00Z,BLAN_015.20170620,BLAN_015.20170620.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,2,OK,90% ethanol,USNMENT01358421,BLAN_015.20170620.IXOSCA.N,Lorenza Beati,Georgia Southern University,
b484cc34-ff44-453e-ae6a-f1820a31c3ac,ORNL_002.tickPlot.tck,ORNL_002,2016-09-12T13:45Z,2017-04-24T16:00Z,ORNL_002.20160912,ORNL_002.20160912.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,RNA stabilization buffer,USNMENT00984421,ORNL_002.20160912.L,Arianna Gibbs,Georgia Southern University,
3a7f92c5-a36a-4388-8db9-ae818595db0a,ORNL_040.tickPlot.tck,ORNL_040,2016-09-12T13:49Z,2017-04-21T16:00Z,ORNL_040.20160912,ORNL_040.20160912.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,RNA stabilization buffer,USNMENT00984413,ORNL_040.20160912.L,Arianna Gibbs,Georgia Southern University,
b7848411-767b-4384-87df-f299603bca1e,ORNL_040.tickPlot.tck,ORNL_040,2016-09-12T13:49Z,2017-06-23T16:00Z,ORNL_040.20160912,ORNL_040.20160912.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,1,OK,RNA stabilization buffer,USNMENT00984414,ORNL_040.20160912.AMBAME.N,Lorenza Beati,Georgia Southern University,
db57250b-2440-4eee-a305-916eec72c677,ORNL_009.tickPlot.tck,ORNL_009,2016-09-12T15:17Z,2017-06-23T16:00Z,ORNL_009.20160912,ORNL_009.20160912.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,1,OK,RNA stabilization buffer,USNMENT00984425,ORNL_009.20160912.AMBAME.N,Lorenza Beati,Georgia Southern University,
f73d6100-0675-4142-8311-52a5a4dc95b6,ORNL_009.tickPlot.tck,ORNL_009,2016-09-12T15:17Z,2017-04-24T16:00Z,ORNL_009.20160912,ORNL_009.20160912.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,RNA stabilization buffer,USNMENT00984424,ORNL_009.20160912.L,Arianna Gibbs,Georgia Southern University,
87415774-31f0-42d9-be01-f052d940cf7e,ORNL_008.tickPlot.tck,ORNL_008,2016-09-12T15:18Z,2017-04-21T16:00Z,ORNL_008.20160912,ORNL_008.20160912.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,RNA stabilization buffer,USNMENT00984409,ORNL_008.20160912.L,Arianna Gibbs,Georgia Southern University,
e1fa9b50-e773-4c85-bff9-ea962750a244,ORNL_003.tickPlot.tck,ORNL_003,2016-09-12T16:34Z,2017-04-24T16:00Z,ORNL_003.20160912,ORNL_003.20160912.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,RNA stabilization buffer,USNMENT00984423,ORNL_003.20160912.L,Arianna Gibbs,Georgia Southern University,
7b5af571-be59-473a-ab2e-cad7b14cb2ad,ORNL_003.tickPlot.tck,ORNL_003,2016-09-12T16:34Z,2017-06-23T16:00Z,ORNL_003.20160912,ORNL_003.20160912.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,RNA stabilization buffer,USNMENT00984422,ORNL_003.20160912.AMBAME.N,Lorenza Beati,Georgia Southern University,
62efa5dd-5029-4c98-a4fd-50705d625fb3,ORNL_007.tickPlot.tck,ORNL_007,2016-09-12T16:40Z,2017-04-21T16:00Z,ORNL_007.20160912,ORNL_007.20160912.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,1,OK,RNA stabilization buffer,USNMENT00984412,ORNL_007.20160912.L,Arianna Gibbs,Georgia Southern University,
1f21f430-f630-4ab5-8c2e-95f1068e5c65,ORNL_007.tickPlot.tck,ORNL_007,2016-09-12T16:40Z,2017-06-23T16:00Z,ORNL_007.20160912,ORNL_007.20160912.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,3,OK,RNA stabilization buffer,USNMENT00984411,ORNL_007.20160912.AMBAME.N,Lorenza Beati,Georgia Southern University,
6426cfac-1edd-4cdb-8124-1c87b69a851a,ORNL_007.tickPlot.tck,ORNL_007,2016-09-12T16:40Z,2017-06-23T16:00Z,ORNL_007.20160912,ORNL_007.20160912.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,1,OK,RNA stabilization buffer,USNMENT00984410,ORNL_007.20160912.IXOSCA.N,Lorenza Beati,Georgia Southern University,
1282adb0-aa05-452c-8a1d-f4cceb078857,OSBS_004.tickPlot.tck,OSBS_004,2018-09-18T15:44Z,2018-10-04T16:00Z,OSBS_004.20180918,OSBS_004.20180918.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT01482245,,Lorenza Beati,Georgia Southern University,
a3b6d044-1b2e-42ca-b9f4-dfabc3e4e358,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.L,Ixodida sp.,IXOSP2,order,,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,Larva,207,OK,90% ethanol,USNMENT01482352,,Arianna Gibbs,Georgia Southern University,
56a0044d-fb8a-4076-903c-7ef770db09f1,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Male,1,OK,90% ethanol,USNMENT01482270,,Lorenza Beati,Georgia Southern University,
0e3f8d3c-4bad-45a7-892d-2483807c3a9a,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Female,1,OK,90% ethanol,USNMENT01482295,,Lorenza Beati,Georgia Southern University,
25310347-9fc5-4a9e-b6c8-983acafdc4c9,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,36,OK,90% ethanol,USNMENT01482256,,Lorenza Beati,Georgia Southern University,
65e2f259-4d34-48f7-9815-c4054e195da7,SCBI_005.tickPlot.tck,SCBI_005,2015-05-04T12:50Z,2016-09-12T16:00Z,SCBI_005.20150504,SCBI_005.20150504.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,1,OK,90% ethanol,USNMENT00865124,,L. Beati,Georgia Southern University,LAbel as SCBI005.20150505.2.1!!!!!
0bf7cdf0-61f2-498f-871a-59f87b3ff402,SCBI_005.tickPlot.tck,SCBI_005,2015-05-04T12:50Z,2016-09-12T16:00Z,SCBI_005.20150504,SCBI_005.20150504.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Female,1,OK,90% ethanol,USNMENT00865171,,L. Beati,Georgia Southern University,LAbel as SCBI005.20150505.2.1!!!!!
8e8c2376-a6f0-45c2-b30e-6b2a9389df60,SCBI_005.tickPlot.tck,SCBI_005,2015-05-04T12:50Z,2016-09-12T16:00Z,SCBI_005.20150504,SCBI_005.20150504.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,5,OK,90% ethanol,USNMENT00865171,,L. Beati,Georgia Southern University,
7b99d6d1-3c5f-4454-87d2-7e6a4768c888,SCBI_005.tickPlot.tck,SCBI_005,2015-05-04T12:50Z,2016-09-12T16:00Z,SCBI_005.20150504,SCBI_005.20150504.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,2,OK,90% ethanol,USNMENT00865172,,L. Beati,Georgia Southern University,LAbel as SCBI005.20150505.2.1!!!!!
